Nome,Biografia breve,Status di partigiano,Biografia,
Stradaioli Augusto Fu Giacomo,"Nato a Civitella di Romagna il 21 gennaio 1880, ivi residente, bracciante, coniugato.",Riconosciuto partigiano dell'8° brigata con ciclo ooperativo dal 15 gennaio al 30 novembre 1944.,"Il 10 ottobre 1944 l'ufficio stralcio stilava il verbale di irreperibilità per attestatare ""Catturato il 6/2/44 a Forlì veniva deportato e da allora non si hanno più sue notizie""",
Stradaioli Teodorico Fu Giuseppe,"Nato a Conegliano l'11 settembre 1894, residente a Santa Sofia, agricoltore, coniugato e padre di due figlie.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dall'11 giugno al 11 settembre 1944.,"L'atto di notorietà redatto nel comune di Santa Sofia in data 26 aprile 1946 afferma che ""il giorno 11 settembre 1944 in località ""Monte Mozzicone"" della parrocchia di Spescia - del Comune di Santa Sofia, in seguito ad invito di quattro individui armati, di cui tre italiani ed uno tedesco veniva fucilato"" con Domenico Severi, perché ""incolpati"" di avere aiutato con viveri e danaro le formazioni partigiane.",
Tamburini Ernesto Di Giovanni,"Nato a Cesena il 29 novembre 1916, ivi residente in frazione Martorano, colono, coniugato.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal febbraio al 20 ottobre 1944.,"Il 20 ottobre, giorno della liberazione di Cesena, rimase vittima dell'intensa attività di artiglieria.",
Tamburini Giuseppe Di Pietro,"Nato a Cesena il 27 novembre 1904, ivi residente in frazione Martorano, colono, coniugato e padre di due figli.",Riconosciuto partigiano con ciclo operativo dal febbraio al 20 ottobre 1944.,Il 20 ottobre moriva colpito da una granata.,
Targhini Menotti Primo Di Arnaldo,"Nato a Cesena il 20 febbraio 1925, ivi residente, operaio, primo di tre figli, celibe.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 1 maggio al 13 agosto 1944.,"Partigiano del distaccamento Mazzini, il 13 agosto 1944, nel corso di un rastrellamento tedesco, forse complice una spiata, venne scoperto, assieme a Renato Medri, nel rifugio di Gattolino. Trovato in possesso di armi fu immediatamente fucilato.",
Tassinari Paolo Di Giovanni,"Nato a Modigliana il 24 gennaio 1903, ivi residente, bracciante, coniugato e padred id una figlia.",Riconosciuto partigiano del battaglione Corbari con ciclo operativo dal 1 luglio al 5 novembre 1944.,"Il 2 settembre 1946 il comandante del battaglione Romeo Corbari rilasciava una dichiarazione per affermare che ""il giorno 5/11/1944 guidava formazionipartigiane che tentavano di oltrepassare la linea del fronte, nei pressi del Monte Trebbo (Modigliana) veniva colpito da scheggia di granata ed immediatamente decedeva""",
Tesei Francesco Di Andrea,"Nato il 24 aprile 1924, residente a Sarsina in frazione Ranchio, meccanico, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 28 novembre 1943 al 17 luglio 1944.,"Ucciso dai tedeschi in azione di rastrellamento, per la strada di ""Piano"" nei pressi di Linaro.",
Tesei Remo detto Mario,"Nato a Mercato Saraceno il 23 novembre 1910, ivi residente, agricoltore, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 20 gennaio al 13 ottobre 1944.,Ucciso da una granata.,
Tesei Vittorio Di Adamo,"Nato a Mercato Saraceno il 25 maggio 1924, residente a Teodorano, colono, primo di quattro figli, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 28 marzo al 12 aprile 1944.,"La mattina del 12 aprile 1944, giorno d'inizio del Grande rastrellamento d'aprile, si schierò sul crinale di Biserno vicino alla ""croce"" a 670 mt di quota, per contrastare i tedeschi che dalla strada bidentina intendevano conquistare i crinali dove erano attestati i partigiani. Alle 9, mentre il mortaio dirigeva i suoi colpi sul crinale, una colonna tedesca attraversava il Bidente al Molino per raggiungere ""la croce"". Il fuoco dei partigiani la costringeva a fermarsi e a disperdersi. Ma, un'altra colonna, non vista, partita da Cafarno e guidata da un collaborazionista del luogo, giungeva sul fianco accerchiando la postazione partigiana. Nel tentativo di attraversare la linea del fuoco per porsi in salvo veniva falciato dal fuoco tedesco.",
Tomasini Mario Di Lino,"Nato a Cesena il 28 aprile 1925, ivi residente, impiegato, secondo di quattro figli, celibe.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 15 aprile al 20 ottobre 1944.,"Catturato e tradotto a Forlì assieme a Gherardi e Guido Bagnolini il 15 settembre 1944. Il 10 ottobre 1947 l'ufficio stralcio redigeva il verbale di irreperibilità ""arrestato dalla S.S tedesca il 15/9/44 a Cesena e da allora non si sono avute più sue notizie. Solo successivamente si apprese del suo invio in campo di concentramento e della sua morte avvenuta il 30 marzo 1945.",
Tombesi Alberto Di Augusto,"Nato a Rimini il 31 marzo 1912, ivi residente.",Riconosciuto partigiano della 29° brigata sap con ciclo operativo dal 20 novembre 1943 al 12 settembre 1944.,In località San Lorenzo in Correggiano fu ucciso il 13/9/44 da una granata inglese mentre era in servizio di collegamento.,
Tondini Emiliano Di Giuseppe,"Nato a Modigliana il 14 ottobre 1892, ivi residente, bracciante, coniugato.",Riconosciuto partigiano del battaglione Corbari con ciclo operativo dal 1 settembre al 30 novembre 1944.,"Una dichiarazione del comandante del battaglione Romeo Corbari in data 24 agosto 1946 afferma ""inviato per ordine di questo Comando e del C.L.N., presso formazioni partigiane per aiutarle nel trasporto di munizioni che dovevano essere portate in paese appena liberato, urtò incidentalmente in una mina e decedette in seguito a deflagrazione della medesima il 17/11/44""",
Tonelli Andrea Fu Vincenzo,"nato a Sarsina il 1 marzo 1913, ivi residente in frazione Pieve di Rivoschio, agricoltore, coniugato e padre di due figli.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 5 ottobre 1943 al 1 ottobre 1944.,"L'atto di notorietà redatto nel comune di Sarsina il 18 dicembre 1945 asserisce che ""il 1° ottobre 1944, uscito di casa per mettersi al riparo dalle granate che cadevano frequenti presso la sua abitazione e messosi a correre, veniva preso di mira dai soldati tedeschi in fuga e vigliaccamente fucilato""",
Tonelli don Pietro Fu Virgilio,"Nato a Sarsina il 2 gennaio 1912, ivi residente in frazione Pieve di Rivoschio, sacerdote.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 30 settembre 1943 al 22 agosto 1944.,"Ucciso nel corso del rastrellamento d'agosto. Nell'atto di notorietà redatto nel comune di Sarsina il 10 maggio 1946 i testimoni hanno così sintetizzato le sue ultimissime ore ""il 21 agosto 1944, preso dai soldati tedeschi mentre nella Canonica di Rivoschio conversava con diversi parrocchiani, veniva condotto distante dall'abitato, barbaramente ucciso veniva poi gettato in un burrone"" la stessa sorte subiva padre Vinicio Zanelli.",
Toni Alberto Fu Giuseppe,"Nato a Sasrina il 29 gennaio 1906, ivi residente, coniugato.",Riconosciuto partigiano con ciclo operativo dal 1 dicembre 1943 al 28 settembre 1944.,"Il 26 settembre 1944 per sollecitare e facilitare l'avanzata alleata verso la pianura il comando dell'8° brigata inviava al 2° battaglione, l'ordine di occupare Sarsina. Alle nove, nella centrale piazza, il commissario politico Terzo Larice e il rappresentante del locale cln Giovanni Satanassi avevano uno scontro con due tedeschi. Tutti e quattro restavano feriti. L'alba del giorno successivo i tedeschi giunsero in paese, rastrellarono le case e obbligando la popolazione ad ammassarsi in piazza Plauto. Le abitazioni vennero incendiate con i lanciafiamme e chi aveva cercato la fuga sui tetti moriva arso vivo. Dalla piazza gli uomini validi vennero condotti a Sorbano, assieme ad altri quindici fu schierato a semicerchio e sottoposto a mitragliamento.",
Tonielli Quinto Di Francesco,"Nato a Gatteo il 1 luglio 1926, ivi residente, quarto di cinque fratelli.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 15 maggio al 9 ottobre 1944.,Ucciso nei pressi della sua abitazione il 9 ottobre 1944.,
Tonti Werther Fu Francesco,"Nato a Cesena il12 ottobre 1924, celibe.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 15 febbraio al 13 maggio 1944.,Moriva nel bombardamento aereo del 13 maggio 1944.,
Torchi Libero Di Celso,"Nato a Conselice il 22 gennaio 1906, operaio, residente a Bologna, coniugato e padre di tre figli.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 26 novembre 1943 al 14 aprile 1944.,"Antifascista, dopo l'8 settembre 1943, partecipò alla Resistenza. Il 10 ottobre 1947 l'ufficio stralcio redigeva il verbale di irreperibilità per attestare ""catturato dai tedeschi all'infermeria partigiana del Corniolo (Santa Sofia) poi fucilato a S. Sofia non è stato possibile accertare il posto della sepoltura considerato ancora disperso"".",
Tosi Mario Di Agostino,"Nato a Boccalone di Ravenna l'8 maggio 1924, residente a Argenta.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 15 gennaio al 15 aprile 1944.,"Disperso durante il Grande rastrellamento d'aprile. Il 10 febbraio 1948 l'ufficio stralcio emetteva verbale di irreperibilità per attestare ""Durante il combattimento di Biserno S. Sofia scomparve e non fu possibile recuperarne la salma""",
Trombetti Oberdan Fu Augusto,"Nato a Bologna il 6 gennaio 1909, ivi residente, coniugato e padre di due figlie.",Riconosciuto partigiano della 29° brigata con ciclo operativo dal 15 aprile al 3 settembre 1944.,"Responsabile di una squadra gap di Cesenatico. Il 22 luglio fu tra gli organizzatori dell'affondamento di due barconi nel porto canale di Cesenatico. La delazione di un ex partigiano permise ai fascisti di scoprire l'organizzazione di Cesenatico. Arrestato, dai militi della brigata nera di Cesena, unitamente ai giovani Quadrelli e Sacchetti. Dopo violenze e torture, la mattina del 3 settembre fu prelevato dalla cella, legato con un robusto canapo ad altri sette e fucilato nello sferisterio della Rocca Malatestiana.",
Turci Saturno Di Aurelio,"Nato a Cesena il 22 dicembre 1920, ivi residente, colono, coniugato e padre di due figlie.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 1 marzo al 20 ottobre 1944.,Il 23 ottobre 1944 decedeva in seguito ad azione di guerra.,
Turri Antonio Francesco,"Nato a Modigliana il 16 settembre 1915, ivi residente, bracciante, coniugato e padre di una figlia.",Riconosciuto partigiano del battaglione ORI con ciclo operativo dal 30 settembre al 16 ottobre 1944.,"Partigiano della Corbari, il 16 ottobre 1944 un bombardamento aereo causava la morte sua e della moglie.",
Urbini Guglielmo Fu Giovanni,"Nato a Cesena il 24 giugno 1901, ivi residente in frazione Martorano, operaio agricolo, coniugato e padre di quattro figli.",Riconosciuto partigiano della 29° brigata gap con ciclo operativo dal 15 dicembre 1943 al 24 aprile 1944.,"Il 26 e il 28 aprile venivano uccisi, nella zona di Martorano, i militi della Venezia Giulia: Romeo Steher e Carlo Martone. I fascisti attuarono nella zona un grande rastrellamento nella zona Martorano- Bagnile con l'impiego del battaglione dei militi della guardia Venezia-Giulia e dei fascisti cesenati, inquadrati su tre colonne. I campi vennero rastrellati, le case perquisite. Giunsero anche a casa sua. Lo sapevano padre di un giovane partigiano (e di altri quattro figli) e lo uccisero. In quella stessa giornata i fascisti assassinarono altre sette persone.",
Valbonetti Benito Fu Giovanni,"Gappista, ucciso nel corso di un rastrellamento il 24 aprile 1944
Nato a Meldola il 31 gennaio 1922, ivi residente, bracciante, celibe.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 18 giugno al 17 luglio 1944.,"Ucciso nel corso del rastrellamento di luglio. Inquadrato nel 5° distaccamento, il 17 luglio 1944 era in perlustrazione, quando la sua squadra venne intercettata e inseguita da una colonna tedesca, in azione di rastrellamento, procedente da Seguno. Gli altri quattro componenti la squadra, furono catturati e fucilati. Rimasto indietro rispetto ai compagni, si nascose in un fossato. Attirato in un tranello con una richiesta di aiuto da parte di un falso partigiano, fu catturato e fucilato a Mercurio.",
Valdifiori Pietro Claudio Fu Domenico,"Nato a Civitella di Romagna il 5 novembre 1901, ivi residente in frazione Civorio, agricoltore, coniugato e padre di quattro figli.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 2 luglio al 30 ottobre 1944.,Ucciso il 13 ottobre 1944.,
Valentini Carlo Fu Luigi.  ,"Nato a Santa Sofia il 14 ottobre 1882, residente in Predappio in frazione Porciantico, colono, coniugato e padre di quattro figli.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 1 gennaio al 23 agosto 1944.,"Il 17 agosto una ventina di armati, militi e tedeschi, svolsero un rastrellamento contro l'abitato di Porciantico incendiando alcune case e maltrattando gli abitanti. Arrestato con altre trenta persone, padri e parenti di partigiani, fu condotto a Civitella. Il 23 agosto venne prelevato con altri cinque, Scala Giovanni con i figli Antonio e Francesco, Giuseppe Bertaccini, Primo Galeotti, e fucilato in San Filippo, alla periferia di Civitella.",
Valentini Secondo Di Silvio,"Nato a Cesena il 28 maggio 1924, residente a Campiano di Ravenna.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 28 gennaio al 17 aprile 1944.,"Disperso nel corso del Grande rastrellamento d'aprile.
Il verbale dell'ufficio stralcio datato 10 ottobre 1947 attesta ""Durante il rastrellamento dell'Aprile scomparve e non si seppe più nulla di lui e non fu possibile identificarne la salma""",
Valgiusti Giovanni Di Luigi,"Nato a Civitella di Romagna il 24 giugno 1925, ivi residente, agricoltore, secondo di sette figli.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 1 ottobre 1943 al 24 marzo 1944.,"Arrestato e percosso - gli fu inferto anche un colpo di baionetta al costato sinistro - in frazione Seggio, assieme a Massimo Fantini e a Agostino Lotti perché renitente di leva. Portato a Civitella fu poi tradotto a Forlì. Il venerdì 24 marzo venne processato e condannato a morte da un tribunale militare. La sentenza che riguardava anche i fratelli Dino e Tonino Degli Esposti, Massimo Fantini, Agostino Lotti, venne eseguita nella caserma Ferdinando di Savoia.",
Valgiusti Luigi Fu Giovanni,"Nato a Sorbano il 28 giugno 1898, residente a Civitella di Romagna in frazione Seggio, colono, coniugato e padre di otto figli tra i quali Giovanni fucilato il 24 marzo 1944 a Forlì.",Riconosciuto partigiano dell'8° brigata con ciclo operativo dal 1 ottobre 1943 al 30 novembre 1944.,"L'atto di notorietà steso nel comune di Civitella di Romagna in data 7 maggio 1946 afferma ""che nel giorno 27 settembre 1944 truppe tedesche in rastrellamento prelevarono dalla propria abitazione e lo dportarono in Germania così si suppone. Non ha fatto più ritorno in famiglia. Tutt'ora è considerato disperso""",
Vandi Guerrino Fu Giuseppe,"Nato a Rimini il 9 novembre 1915, ivi residente a Viserba, coniugato.",Riconosciuto partigiano della brigata sap.,"Appartenente al distaccamento Santarcangelo III° del battaglione di Rimini, il 27 settembre si portò alla casa di Renzi Giulio, dove era giunta la prima pattuglia alleata. Un reparto tedesco attaccò la casa. Assieme agli italiani presenti nella casa fu prelevato e costretto a trasportare i feriti della pattuglia alleata sino a Santa Paola dove aveva sede un ospedale da campo tedesco. Qui il più anziano dei Renzi venne liberato gli altri furono fatti proseguire sino a Carpineta e, dopo alcuni giorni di prigionia, fucilati alle ore 16,30 del 4 ottobre.",
